#pan_ID	anns_in_og	genes_in_og	acacr.Acra3RX	aesev.CIAT22838	arath.Col0	bauva.BV-YZ2020	cerca.ISC453364	chafa.ISC494698	glyma.Wm82	lotja.MG20	medtr.A17_HM341	paran.WU01x14	phach.longxuteng	phavu.G19833	prupe.Lovell	quisa.S10	sento.Myeongyun	singl.CAF01	treor.RG33x02	vitvi.PN40024
LegSF.fam3.00219	18	186	11	7	6	10	9	9	17	15	17	5	13	10	7	14	8	10	6	12	
LegSF.fam3.00220	18	198	9	10	12	12	7	10	32	14	12	8	10	12	8	14	5	8	8	7	
LegSF.fam3.00221	18	216	11	11	11	15	8	14	27	6	14	8	11	14	8	14	14	11	8	11	
LegSF.fam3.00222	18	174	8	9	7	11	8	8	21	10	15	10	5	11	6	10	7	9	10	9	
LegSF.fam3.00223	18	159	8	9	6	11	6	9	21	10	8	6	5	9	7	11	8	11	7	7	
LegSF.fam3.00224	18	132	6	3	9	1	5	1	2	29	49	8	2	1	3	2	2	1	7	1	
LegSF.fam3.00225	18	274	9	7	32	26	8	21	27	10	27	8	8	15	13	21	12	9	9	12	
LegSF.fam3.00226	18	176	8	8	9	12	7	8	21	6	9	8	9	8	6	18	9	12	9	9	
LegSF.fam3.00227	18	185	11	9	8	11	12	7	14	11	14	7	6	7	14	17	10	9	8	10	
LegSF.fam3.00228	17	185	5	8	0	9	3	15	17	21	44	4	4	6	13	1	16	7	9	3	
LegSF.fam3.00229	4	36	0	0	0	2	0	0	24	2	8	0	0	0	0	0	0	0	0	0	
LegSF.fam3.00230	18	215	15	11	12	13	12	9	21	11	14	12	9	13	14	9	10	11	11	8	
LegSF.fam3.00231	18	233	13	13	14	15	7	13	30	17	17	9	12	14	11	13	12	9	7	7	
LegSF.fam3.00232	14	244	7	2	11	34	13	17	3	0	13	0	41	1	0	6	61	10	0	25	
LegSF.fam3.00233	18	143	6	7	7	9	6	11	13	11	7	8	4	7	8	8	9	8	7	7	
LegSF.fam3.00234	18	160	9	9	14	7	5	9	20	11	13	5	6	10	5	8	7	12	5	5	
LegSF.fam3.00235	18	140	7	8	2	10	17	5	10	6	17	5	8	11	7	6	5	7	4	5	
LegSF.fam3.00236	18	245	10	15	8	15	10	11	25	16	23	10	12	14	10	14	11	11	14	16	
LegSF.fam3.00237	18	85	3	5	3	3	1	17	4	4	3	2	4	3	3	4	20	2	2	2	
LegSF.fam3.00238	18	144	6	6	10	7	7	9	15	4	7	7	8	7	8	14	4	6	10	9	
LegSF.fam3.00239	18	198	9	8	9	14	9	13	19	9	17	8	11	8	9	14	12	11	8	10	
LegSF.fam3.00240	18	224	8	4	7	14	8	11	18	12	13	15	9	9	7	16	12	9	9	43	
LegSF.fam3.00241	9	38	0	5	6	1	1	0	2	3	13	0	0	2	0	0	0	5	0	0	
LegSF.fam3.00242	18	178	9	5	2	9	9	9	14	19	8	15	6	7	11	10	5	10	19	11	
LegSF.fam3.00243	18	115	10	2	6	11	10	8	8	6	4	6	4	2	4	7	5	8	10	4	
LegSF.fam3.00244	18	296	23	2	25	6	31	12	1	3	6	18	15	1	11	17	11	4	18	92	
LegSF.fam3.00245	18	143	10	5	10	10	7	8	12	7	8	7	9	7	6	8	6	9	7	7	
LegSF.fam3.00246	14	133	5	0	0	10	15	4	0	1	4	3	52	0	2	8	9	8	6	6	
